EXPIRES AT           GROUP     SIZE  PATH
2023-03-20 04:48:52  ek9      79.8M  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/144/plt/Turb_hdf5_plt_cnt_0018
2023-03-20 04:48:53  ek9       8.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/18/spect/Turb_hdf5_plt_cnt_0001_spect_vels.dat
2023-03-20 04:48:55  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp_obulj_8/tex.cache/7b17152d39046d45548702722620b44a.dvi
2023-03-20 04:48:56  ek9     204.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm1/18/plt/Turb_hdf5_plt_cnt_0466
2023-03-20 04:49:00  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm25/18/plt/Turb_hdf5_plt_cnt_0036
2023-03-20 04:49:01  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0208
2023-03-20 04:49:04  ek9      79.8M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm250/144/plt/Turb_hdf5_plt_cnt_0392
2023-03-20 04:49:05  ek9      16.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/36/spect/Turb_hdf5_plt_cnt_0312_spect_mags.dat
2023-03-20 04:49:09  ek9      28.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/72/spect/Turb_hdf5_plt_cnt_0543_spect_vels.dat
2023-03-20 04:49:10  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps9sf7oiy/tex.cache/2c498e868de531d9a29bf1415fb430b0.tex
2023-03-20 04:49:14  ek9      28.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm50/72/spect/Turb_hdf5_plt_cnt_0002_spect_mags.dat
2023-03-20 04:49:15  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpeyay1vn0/tex.cache/da65c5153ba54857faab2aad5287056f.dvi
2023-03-20 04:49:16  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/288/plt/Turb_hdf5_plt_cnt_0316
2023-03-20 04:49:17  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm50/36/plt/Turb_hdf5_plt_cnt_0243
2023-03-20 04:49:17  ek9       1.3M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/36/plt/Turb_hdf5_plt_cnt_0958
2023-03-20 04:49:19  ek9     200.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/18/plt/Turb_hdf5_plt_cnt_0918
2023-03-20 04:49:19  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/288/plt/Turb_hdf5_plt_cnt_0066
2023-03-20 04:49:20  ek9       4.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm50/144/spect/shell_plot.out00
2023-03-20 04:49:21  ek9      28.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm50/72/spect/Turb_hdf5_plt_cnt_0027_spect_vels.dat
2023-03-20 04:49:23  ek9     200.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm250/18/plt/Turb_hdf5_plt_cnt_0621
2023-03-20 04:49:24  ek9     892.0K  /scratch/ek9/nk7952/.vscode-server/bin/6261075646f055b99068d3688932416f2346dd3b/node_modules/@microsoft/applicationinsights-core-js/dist/applicationinsights-core-js.api.json
2023-03-20 04:49:26  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm250/144/plt/Turb_hdf5_plt_cnt_0282
2023-03-20 04:49:30  ek9      28.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/72/spect/Turb_hdf5_plt_cnt_0031_spect_vels.dat
2023-03-20 04:49:35  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpc3rv14o4/tex.cache/5ca2e9247f3220c26a2e4306d8701d6f.dvi
2023-03-20 04:49:35  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/18/spect/Turb_hdf5_plt_cnt_0485_spect_mags.dat
2023-03-20 04:49:39  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm1/144/plt/Turb_hdf5_plt_cnt_0040
2023-03-20 04:49:50  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/18/plt/Turb_hdf5_plt_cnt_0488
2023-03-20 04:49:57  ek9     204.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm250/18/plt/Turb_hdf5_plt_cnt_0148
2023-03-20 04:49:58  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp40cmopci/tex.cache/59d975398f6652072ee3b08ab2d558ae.dvi
2023-03-20 04:49:58  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp93kzt5zk/tex.cache/b2bc774822c3eae6e91aa8c29efe1c2d.tex
2023-03-20 04:50:01  ek9     204.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm250/18/plt/Turb_hdf5_plt_cnt_0177
2023-03-20 04:50:02  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpw3hvg4fy/tex.cache/544d45077b7efc3d737beb68a11af410.dvi
2023-03-20 04:50:06  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpefhp6b3z/tex.cache/428b3ed3a8d14f932e6fa77ff5fdd6ad.tex
2023-03-20 04:50:07  ek9      28.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/72/spect/Turb_hdf5_plt_cnt_0752_spect_mags.dat
2023-03-20 04:50:12  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpqylci4o3/tex.cache/1ebb51b657a08cbbd5968d235d9286f0.dvi
2023-03-20 04:50:14  ek9     100.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/288/spect/Turb_hdf5_plt_cnt_0532_spect_mags.dat
2023-03-20 04:50:15  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm125/36/plt/Turb_hdf5_plt_cnt_0127
2023-03-20 04:50:20  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm1/36/plt/Turb_hdf5_plt_cnt_0972
2023-03-20 04:50:23  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpfeta9h5z/tex.cache/6b9777669c5a7a079865983b095d1799.dvi
2023-03-20 04:50:26  ek9      10.0M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0864
2023-03-20 04:50:26  ek9     204.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/18/plt/Turb_hdf5_plt_cnt_0048
2023-03-20 04:50:37  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/36/plt/Turb_hdf5_plt_cnt_0116
2023-03-20 04:50:41  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps9sf7oiy/tex.cache/74f928e255d7772c213319ee15405599.png
2023-03-20 04:50:46  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/144/plt/Turb_hdf5_plt_cnt_0610
2023-03-20 04:50:47  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm250/144/plt/Turb_hdf5_plt_cnt_0270
2023-03-20 04:50:48  ek9     100.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/288/spect/Turb_hdf5_plt_cnt_0193_spect_mags.dat
2023-03-20 04:50:50  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpi59d6llr/tex.cache/356162703944084a3b786ddc2630fd08.png
2023-03-20 04:50:56  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm10/72/plt/Turb_hdf5_plt_cnt_0391
2023-03-20 04:50:57  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp44zk4p8q/tex.cache/3333aa88ceef3f690922b3f73d15d92b.dvi
2023-03-20 04:50:58  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm5/144/plt/Turb_hdf5_plt_cnt_0836
2023-03-20 04:51:04  ek9      10.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm4/72/plt/Turb_hdf5_plt_cnt_0320
2023-03-20 04:51:05  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp8lx1mxst/tex.cache/5f9640a2a967120f19816d9e20aeda1e.tex
2023-03-20 04:51:06  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpt0snrc9a/tex.cache/ded25601a907d2792bac5dcac11cd2df.png
2023-03-20 04:51:06  ek9      28.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/72/spect/Turb_hdf5_plt_cnt_0796_spect_mags.dat
2023-03-20 04:51:07  ek9       5.0G  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm125/576/plt/Turb_hdf5_plt_cnt_0154
2023-03-20 04:51:13  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm25/72/plt/Turb_hdf5_plt_cnt_0909
2023-03-20 04:51:14  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp2v9f6u9b/tex.cache/e28eeacbf0784f65c66a2253dfb29da5.png
2023-03-20 04:51:16  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpqmruueta/tex.cache/6f123ba4681e7dcccbcd56fe4e47e72d.dvi
2023-03-20 04:51:22  ek9       1.3M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/36/plt/Turb_hdf5_plt_cnt_0348
2023-03-20 04:51:22  ek9     200.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/18/plt/Turb_hdf5_plt_cnt_0346
2023-03-20 04:51:23  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpc4k8_mb8/tex.cache/c0d99b93dae1fdda5679c4d3f6ae6bda.png
2023-03-20 04:51:26  ek9     100.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm25/288/spect/vis_folder/spectra=0024.png
2023-03-20 04:51:28  ek9     100.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/288/spect/Turb_hdf5_plt_cnt_0069_spect_vels.dat
2023-03-20 04:51:35  ek9      10.0M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/72/plt/Turb_hdf5_plt_cnt_0979
2023-03-20 04:51:35  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmppm7ixoj3/tex.cache/7f654a563bed27ad5f2a1b953fde2bd1.dvi
2023-03-20 04:51:41  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/144/plt/Turb_hdf5_plt_cnt_0898
2023-03-20 04:51:49  ek9       8.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/18/spect/Turb_hdf5_plt_cnt_0734_spect_mags.dat
2023-03-20 04:51:49  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/bin/6261075646f055b99068d3688932416f2346dd3b/extensions/node_modules/typescript/lib/README.md
2023-03-20 04:51:51  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpkvfhoxnr/tex.cache/ee99c03c50db299280fada8fba8add1b.tex
2023-03-20 04:51:51  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm10/18/plt/Turb_hdf5_plt_cnt_0598
2023-03-20 04:51:54  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpg9msqpnj/tex.cache/2d44f866f41313a4c91ebd0025c2bb73.tex
2023-03-20 04:51:55  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm5/18/plt/Turb_hdf5_plt_cnt_0266
2023-03-20 04:51:55  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp_nv5ue54/tex.cache/b968e44e235994956e37ad4e82e49688.png
2023-03-20 04:51:57  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm250/36/plt/Turb_hdf5_plt_cnt_0241
2023-03-20 04:51:57  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm5/72/plt/Turb_hdf5_plt_cnt_0692
2023-03-20 04:52:01  ek9       4.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm5/18/spect/superRm3000Pm5fitFull18.o53005837
2023-03-20 04:52:03  ek9     204.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm25/18/plt/Turb_hdf5_plt_cnt_0448
2023-03-20 04:52:05  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpuaeqe31m/tex.cache/6f123ba4681e7dcccbcd56fe4e47e72d.tex
2023-03-20 04:52:05  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpe96a3erv/tex.cache/b2bc774822c3eae6e91aa8c29efe1c2d.tex
2023-03-20 04:52:10  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm5/72/plt/Turb_hdf5_plt_cnt_0042
2023-03-20 04:52:13  ek9      28.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/72/spect/Turb_hdf5_plt_cnt_0105_spect_vels.dat
2023-03-20 04:52:17  ek9      10.0M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/72/plt/Turb_hdf5_plt_cnt_0133
2023-03-20 04:52:17  ek9      16.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/36/spect/Turb_hdf5_plt_cnt_0018_spect_vels.dat
2023-03-20 04:52:23  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm10/36/plt/Turb_hdf5_plt_cnt_0017
2023-03-20 04:52:23  ek9     100.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm50/288/spect/vis_folder/spectra=0102.png
2023-03-20 04:52:25  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/72/plt/Turb_hdf5_plt_cnt_0234
2023-03-20 04:52:25  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpvb_fr52s/tex.cache/89712a57109c70676d25439b11af8f75.dvi
2023-03-20 04:52:25  ek9      16.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm5/36/spect/Turb_hdf5_plt_cnt_0040_spect_mags.dat
2023-03-20 04:52:26  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm25/144/plt/Turb_hdf5_plt_cnt_0666
2023-03-20 04:52:34  ek9     200.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/18/plt/Turb_hdf5_plt_cnt_0981
2023-03-20 04:52:36  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm1/18/plt/Turb_hdf5_plt_cnt_0146
2023-03-20 04:52:36  ek9     200.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/18/plt/Turb_hdf5_plt_cnt_0107
2023-03-20 04:52:36  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm10/72/plt/Turb_hdf5_plt_cnt_0262
2023-03-20 04:52:38  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpxpv8pq7j/tex.cache/41419bdce8555803b0780b989bf346be.png
2023-03-20 04:52:41  ek9     104.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm50/288/spect/vis_folder/spectra=0727.png
2023-03-20 04:52:47  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpm4drb9i1/tex.cache/ec347b87914dfd3c6cee4fb0b1081843.png
2023-03-20 04:52:53  ek9      52.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/144/spect/Turb_hdf5_plt_cnt_0734_spect_mags.dat
2023-03-20 04:52:55  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpvb_fr52s/tex.cache/79f2b20c04cff8b6ee035083af62e2f9.tex
2023-03-20 04:52:55  ek9      10.0M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/72/plt/Turb_hdf5_plt_cnt_0107
2023-03-20 04:52:57  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpewjbnbam/tex.cache/da5c9becfd84297bed07ce4a82b99cdf.tex
2023-03-20 04:53:00  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm10/288/plt/Turb_hdf5_plt_cnt_0290
2023-03-20 04:53:03  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm250/288/plt/Turb_hdf5_plt_cnt_0295
2023-03-20 04:53:06  ek9     196.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm50/576/spect/Turb_hdf5_plt_cnt_0030_spect_vels.dat
2023-03-20 04:53:08  ek9     100.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/288/spect/Turb_hdf5_plt_cnt_0056_spect_vels.dat
2023-03-20 04:53:18  ek9     280.0K  /scratch/ek9/nk7952/.vscode-server/bin/6261075646f055b99068d3688932416f2346dd3b/extensions/markdown-math/notebook-out/katex.js
2023-03-20 04:53:19  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm10/144/plt/Turb_hdf5_plt_cnt_0985
2023-03-20 04:53:21  ek9     200.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/18/plt/Turb_hdf5_plt_cnt_0074
2023-03-20 04:53:24  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm1/72/plt/Turb_hdf5_plt_cnt_0332
2023-03-20 04:53:25  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/36/plt/Turb_hdf5_plt_cnt_0365
2023-03-20 04:53:34  ek9     638.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm1/288/plt/Turb_hdf5_plt_cnt_0568
2023-03-20 04:53:35  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpesx1jv_c/tex.cache/58568e32d1e91e77a6861317394ea5a9.dvi
2023-03-20 04:53:36  ek9     204.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm250/18/plt/Turb_hdf5_plt_cnt_0124
2023-03-20 04:53:38  ek9       1.3M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/36/plt/Turb_hdf5_plt_cnt_0839
2023-03-20 04:53:47  ek9      52.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm1/144/spect/Turb_hdf5_plt_cnt_0038_spect_vels.dat
2023-03-20 04:53:49  ek9      52.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm1/144/spect/Turb_hdf5_plt_cnt_0045_spect_mags.dat
2023-03-20 04:53:51  ek9      79.8M  /scratch/ek9/nk7952/Re500/super_sonic/Pm4/144/Turb_hdf5_plt_cnt_1126
2023-03-20 04:53:52  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpst2oszb8/tex.cache/7a6033badac7847115fad64b603b0f70.png
2023-03-20 04:53:56  ek9       8.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm25/18/spect/Turb_hdf5_plt_cnt_0309_spect_vels.dat
2023-03-20 04:53:57  ek9       8.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm50/18/spect/Turb_hdf5_plt_cnt_0564_spect_mags.dat
2023-03-20 04:54:00  ek9       1.3M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/36/plt/Turb_hdf5_plt_cnt_0667
2023-03-20 04:54:01  ek9      79.8M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm4/144/plt/Turb_hdf5_plt_cnt_0027
2023-03-20 04:54:04  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp6zptxy03/tex.cache/78c294c0b3337e961801724d6deda4b9.dvi
2023-03-20 04:54:06  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpxztk6_nh/tex.cache/62003ca69a68e23d54602aa8fc0a7ddd.tex
2023-03-20 04:54:06  ek9      28.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/72/spect/Turb_hdf5_plt_cnt_0805_spect_vels.dat
2023-03-20 04:54:08  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm50/144/plt/Turb_hdf5_plt_cnt_0619
2023-03-20 04:54:08  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps9sf7oiy/tex.cache/e28c870ad7f9a2ff967ef1b2dd510524.tex
2023-03-20 04:54:09  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm10/72/plt/Turb_hdf5_plt_cnt_0833
2023-03-20 04:54:10  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps9sf7oiy/tex.cache/415b21a41d99db43fb57c316fd6d1b47.tex
2023-03-20 04:54:15  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpuaeqe31m/tex.cache/eb2e57b4141c59b3e8b46a591f78a33c.dvi
2023-03-20 04:54:26  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0514
2023-03-20 04:54:26  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp4mjgh777/tex.cache/43bf612f0082be31c4043b3effa52f44.png
2023-03-20 04:54:30  ek9       1.3M  /scratch/ek9/nk7952/Re10/super_sonic/Pm50/36/plt/Turb_hdf5_plt_cnt_0069
2023-03-20 04:54:30  ek9      10.0M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/72/plt/Turb_hdf5_plt_cnt_0768
2023-03-20 04:54:31  ek9     100.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/288/spect/Turb_hdf5_plt_cnt_0349_spect_mags.dat
2023-03-20 04:54:33  ek9       4.0K  /scratch/ek9/nk7952/Re500/super_sonic/Pm2/18/Re500Pm2sim18.o36134541
2023-03-20 04:54:36  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpn8m_09jj/tex.cache/78c294c0b3337e961801724d6deda4b9.dvi
2023-03-20 04:54:42  ek9       8.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm250/18/spect/Turb_hdf5_plt_cnt_0207_spect_vels.dat
2023-03-20 04:54:43  ek9      28.0K  /scratch/ek9/nk7952/Re10/super_sonic/Pm25/72/spect/Turb_hdf5_plt_cnt_0129_spect_vels.dat
2023-03-20 04:54:50  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm2/36/plt/Turb_hdf5_plt_cnt_0926
2023-03-20 04:54:53  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm1/144/plt/Turb_hdf5_plt_cnt_0268
2023-03-20 04:54:54  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm1/36/plt/Turb_hdf5_plt_cnt_0147
2023-03-20 04:54:58  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpc3rv14o4/tex.cache/ded25601a907d2792bac5dcac11cd2df.png
2023-03-20 04:54:59  ek9      52.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/144/spect/Turb_hdf5_plt_cnt_0806_spect_mags.dat
2023-03-20 04:55:00  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm25/18/plt/Turb_hdf5_plt_cnt_0548
2023-03-20 04:55:07  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/extensions/cschlosser.doxdocgen-1.4.0/node_modules/moment/src/lib/moment/now.js
2023-03-20 04:55:09  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/144/plt/Turb_hdf5_plt_cnt_0167
2023-03-20 04:55:09  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmps_wzpble/tex.cache/a19fcbd964e6b208578dea80e5919609.dvi
2023-03-20 04:55:10  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm2/36/plt/Turb_hdf5_plt_cnt_0287
2023-03-20 04:55:14  ek9      48.0K  /scratch/ek9/nk7952/.vscode-server/bin/6261075646f055b99068d3688932416f2346dd3b/node_modules/@microsoft/applicationinsights-core-js/dist/applicationinsights-core-js.api.md
2023-03-20 04:55:16  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmph139cp1s/tex.cache/3774f69f66e25926fc9fb40ed57579e4.tex
2023-03-20 04:55:16  ek9       4.0K  /scratch/ek9/nk7952/.vscode-server/extensions/compulim.indent4to2-0.1.2/node_modules/source-map/build/prefix-source-map.jsm
2023-03-20 04:55:16  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/18/spect/Turb_hdf5_plt_cnt_0460_spect_vels.dat
2023-03-20 04:55:29  ek9       8.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/18/spect/Turb_hdf5_plt_cnt_0038_spect_mags.dat
2023-03-20 04:55:30  ek9     200.0K  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm5/18/plt/Turb_hdf5_plt_cnt_0727
2023-03-20 04:55:31  ek9      10.0M  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/72/plt/Turb_hdf5_plt_cnt_0132
2023-03-20 04:55:42  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpr6ryo6yy/tex.cache/9585b721f2b53d303ebdbe807149b103.dvi
2023-03-20 04:55:45  ek9      79.8M  /scratch/ek9/nk7952/Re500/super_sonic/Pm1/144/plt/Turb_hdf5_plt_cnt_0874
2023-03-20 04:55:45  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpovvohl1y/tex.cache/7680dc5a64b38cbe97615d46e0a9ff65.tex
2023-03-20 04:55:47  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpz86200n0/tex.cache/5cd1f0a625ae6c01dc402ae70b3c5f52.png
2023-03-20 04:55:48  ek9      16.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm1/36/spect/Turb_hdf5_plt_cnt_0236_spect_vels.dat
2023-03-20 04:55:51  ek9     100.0K  /scratch/ek9/nk7952/Re10/sub_sonic/Pm25/288/spect/Turb_hdf5_plt_cnt_0308_spect_vels.dat
2023-03-20 04:55:56  ek9      79.8M  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm250/144/plt/Turb_hdf5_plt_cnt_0172
2023-03-20 04:55:56  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp3in1q9ok/tex.cache/33266c6f1353e163869e170e268b488f.dvi
2023-03-20 04:56:00  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpexcz55pa/tex.cache/e4b1a2479cc9946251f41eb91bc927f4.png
2023-03-20 04:56:00  ek9      10.0M  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/72/plt/Turb_hdf5_plt_cnt_0231
2023-03-20 04:56:02  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp_obulj_8/tex.cache/12248aa7ca9daf1bf800cb0de5b048c6.dvi
2023-03-20 04:56:05  ek9      16.0K  /scratch/ek9/nk7952/Rm3000/super_sonic/Pm125/36/spect/Turb_hdf5_plt_cnt_0020_spect_vels.dat
2023-03-20 04:56:08  ek9      16.0K  /scratch/ek9/nk7952/Re500/sub_sonic/Pm2/36/spect/Turb_hdf5_plt_cnt_0046_spect_vels.dat
2023-03-20 04:56:09  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmp7ggsgzpu/tex.cache/b0afe2cf5d0489e331df792f6b460fdd.tex
2023-03-20 04:56:10  ek9       1.3M  /scratch/ek9/nk7952/Re10/super_sonic/Pm25/36/plt/Turb_hdf5_plt_cnt_0174
2023-03-20 04:56:15  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpoa3552hi/tex.cache/c97438b563e6ccdcf8e2fd6d3929cb3a.tex
2023-03-20 04:56:19  ek9       4.0K  /scratch/ek9/nk7952/tmp/tmpc1foqspm/tex.cache/d7e0361d91318668d3773c084246af0d.png
2023-03-20 04:56:23  ek9       1.3M  /scratch/ek9/nk7952/Rm3000/sub_sonic/Pm125/36/plt/Turb_hdf5_plt_cnt_0944
2023-03-20 04:56:29  ek9      10.0M  /scratch/ek9/nk7952/Re500/super_sonic/Pm4/72/plt/Turb_hdf5_plt_cnt_0137
